num,Participante,Lugar_admin,Modalidad,Edad,Género,Grupo,Validez,Creencia,ValidezxCreencia,Silogismo,Aceptación,Correctas
937,118,Metodología de la investigación II UCC 3°,Resolución Individual,23,F, ,V,C,VC,1,0,0
938,118,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,2,1,1
939,118,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,3,0,1
940,118,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,4,1,0
941,118,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,C,VC,5,1,1
942,118,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,6,1,1
943,118,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,7,0,1
944,118,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,8,0,1
945,119,Metodología de la investigación II UCC 3°,Resolución Individual, ,F, ,V,C,VC,1,1,1
946,119,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,2,0,0
947,119,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,3,0,1
948,119,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,4,0,1
949,119,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,C,VC,5,1,1
950,119,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,6,0,0
951,119,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,7,0,1
952,119,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,8,0,1
953,120,Técnicas Psicométricas UCC 3°,Resolución Grupal,20,F,1,V,C,VC,1,1,1
954,120,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,V,I,VI,2,1,1
955,120,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,I,C,IC,3,1,0
956,120,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,I,I,II,4,1,0
957,120,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,V,C,VC,5,1,1
958,120,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,V,I,VI,6,1,1
959,120,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,I,C,IC,7,1,0
960,120,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,I,I,II,8,0,1
961,121,Técnicas Psicométricas UCC 3°,Resolución Grupal,22,F,1,V,C,VC,1,1,1
962,121,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,V,I,VI,2,1,1
963,121,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,I,C,IC,3,1,0
964,121,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,I,I,II,4,1,0
965,121,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,V,C,VC,5,1,1
966,121,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,V,I,VI,6,1,1
967,121,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,I,C,IC,7,1,0
968,121,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,I,I,II,8,0,1
969,122,Técnicas Psicométricas UCC 3°,Resolución Grupal,24,F,1,V,C,VC,1,1,1
970,122,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,V,I,VI,2,1,1
971,122,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,I,C,IC,3,1,0
972,122,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,I,I,II,4,1,0
973,122,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,V,C,VC,5,1,1
974,122,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,V,I,VI,6,1,1
975,122,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,I,C,IC,7,1,0
976,122,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,I,I,II,8,0,1
977,123,Técnicas Psicométricas UCC 3°,Resolución Grupal,21,F,1,V,C,VC,1,1,1
978,123,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,V,I,VI,2,1,1
979,123,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,I,C,IC,3,1,0
980,123,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,I,I,II,4,1,0
981,123,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,V,C,VC,5,1,1
982,123,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,V,I,VI,6,1,1
983,123,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,I,C,IC,7,1,0
984,123,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,I,I,II,8,0,1
985,124,Técnicas Psicométricas UCC 3°,Resolución Grupal,20,M,1,V,C,VC,1,1,1
986,124,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,V,I,VI,2,1,1
987,124,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,I,C,IC,3,1,0
988,124,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,I,I,II,4,1,0
989,124,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,V,C,VC,5,1,1
990,124,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,V,I,VI,6,1,1
991,124,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,I,C,IC,7,1,0
992,124,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,1,I,I,II,8,0,1
993,125,Técnicas Psicométricas UCC 3°,Resolución Grupal,21,F,2,V,C,VC,1,1,1
994,125,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,V,I,VI,2,0,0
995,125,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,I,C,IC,3,1,0
996,125,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,I,I,II,4,0,1
997,125,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,V,C,VC,5,1,1
998,125,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,V,I,VI,6,0,0
999,125,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,I,C,IC,7,0,1
1000,125,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,I,I,II,8,0,1
1001,126,Técnicas Psicométricas UCC 3°,Resolución Grupal,20,F,2,V,C,VC,1,1,1
1002,126,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,V,I,VI,2,0,0
1003,126,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,I,C,IC,3,1,0
1004,126,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,I,I,II,4,0,1
1005,126,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,V,C,VC,5,1,1
1006,126,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,V,I,VI,6,0,0
1007,126,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,I,C,IC,7,0,1
1008,126,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,I,I,II,8,0,1
1009,127,Técnicas Psicométricas UCC 3°,Resolución Grupal,21,F,2,V,C,VC,1,1,1
1010,127,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,V,I,VI,2,0,0
1011,127,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,I,C,IC,3,1,0
1012,127,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,I,I,II,4,0,1
1013,127,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,V,C,VC,5,1,1
1014,127,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,V,I,VI,6,0,0
1015,127,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,I,C,IC,7,0,1
1016,127,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,I,I,II,8,0,1
1017,128,Técnicas Psicométricas UCC 3°,Resolución Grupal,21,F,2,V,C,VC,1,1,1
1018,128,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,V,I,VI,2,0,0
1019,128,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,I,C,IC,3,1,0
1020,128,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,I,I,II,4,0,1
1021,128,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,V,C,VC,5,1,1
1022,128,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,V,I,VI,6,0,0
1023,128,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,I,C,IC,7,0,1
1024,128,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,I,I,II,8,0,1
1025,129,Técnicas Psicométricas UCC 3°,Resolución Grupal,23,M,2,V,C,VC,1,1,1
1026,129,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,V,I,VI,2,0,0
1027,129,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,I,C,IC,3,1,0
1028,129,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,I,I,II,4,0,1
1029,129,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,V,C,VC,5,1,1
1030,129,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,V,I,VI,6,0,0
1031,129,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,I,C,IC,7,0,1
1032,129,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,2,I,I,II,8,0,1
1033,130,Técnicas Psicométricas UCC 3°,Resolución Grupal,20,F,3,V,C,VC,1,1,1
1034,130,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,V,I,VI,2,0,0
1035,130,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,I,C,IC,3,0,1
1036,130,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,I,I,II,4,0,1
1037,130,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,V,C,VC,5,1,1
1038,130,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,V,I,VI,6,0,0
1039,130,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,I,C,IC,7,1,0
1040,130,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,I,I,II,8,0,1
1041,131,Técnicas Psicométricas UCC 3°,Resolución Grupal,22,F,3,V,C,VC,1,1,1
1042,131,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,V,I,VI,2,0,0
1043,131,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,I,C,IC,3,0,1
1044,131,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,I,I,II,4,0,1
1045,131,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,V,C,VC,5,1,1
1046,131,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,V,I,VI,6,0,0
1047,131,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,I,C,IC,7,1,0
1048,131,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,I,I,II,8,0,1
1049,132,Técnicas Psicométricas UCC 3°,Resolución Grupal,20,F,3,V,C,VC,1,1,1
1050,132,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,V,I,VI,2,0,0
1051,132,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,I,C,IC,3,0,1
1052,132,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,I,I,II,4,0,1
1053,132,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,V,C,VC,5,1,1
1054,132,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,V,I,VI,6,0,0
1055,132,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,I,C,IC,7,1,0
1056,132,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,I,I,II,8,0,1
1057,133,Técnicas Psicométricas UCC 3°,Resolución Grupal,21,F,3,V,C,VC,1,1,1
1058,133,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,V,I,VI,2,0,0
1059,133,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,I,C,IC,3,0,1
1060,133,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,I,I,II,4,0,1
1061,133,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,V,C,VC,5,1,1
1062,133,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,V,I,VI,6,0,0
1063,133,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,I,C,IC,7,1,0
1064,133,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,I,I,II,8,0,1
1065,134,Técnicas Psicométricas UCC 3°,Resolución Grupal,22,F,3,V,C,VC,1,1,1
1066,134,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,V,I,VI,2,0,0
1067,134,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,I,C,IC,3,0,1
1068,134,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,I,I,II,4,0,1
1069,134,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,V,C,VC,5,1,1
1070,134,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,V,I,VI,6,0,0
1071,134,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,I,C,IC,7,1,0
1072,134,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,3,I,I,II,8,0,1
1073,135,Técnicas Psicométricas UCC 3°,Resolución Grupal,20,F,4,V,C,VC,1,1,1
1074,135,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,4,V,I,VI,2,0,0
1075,135,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,4,I,C,IC,3,1,0
1076,135,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,4,I,I,II,4,0,1
1077,135,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,4,V,C,VC,5,1,1
1078,135,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,4,V,I,VI,6,0,0
1079,135,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,4,I,C,IC,7,1,0
1080,135,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,4,I,I,II,8,0,1
1081,136,Técnicas Psicométricas UCC 3°,Resolución Grupal,23,F,4,V,C,VC,1,1,1
1082,136,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,4,V,I,VI,2,0,0
1083,136,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,4,I,C,IC,3,1,0
1084,136,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,4,I,I,II,4,0,1
1085,136,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,4,V,C,VC,5,1,1
1086,136,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,4,V,I,VI,6,0,0
1087,136,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,4,I,C,IC,7,1,0
1088,136,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,4,I,I,II,8,0,1
1089,137,Técnicas Psicométricas UCC 3°,Resolución Grupal,22,F,4,V,C,VC,1,1,1
1090,137,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,4,V,I,VI,2,0,0
1091,137,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,4,I,C,IC,3,1,0
1092,137,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,4,I,I,II,4,0,1
1093,137,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,4,V,C,VC,5,1,1
1094,137,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,4,V,I,VI,6,0,0
1095,137,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,4,I,C,IC,7,1,0
1096,137,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,4,I,I,II,8,0,1
1097,138,Técnicas Psicométricas UCC 3°,Resolución Grupal,20,F,4,V,C,VC,1,1,1
1098,138,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,4,V,I,VI,2,0,0
1099,138,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,4,I,C,IC,3,1,0
1100,138,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,4,I,I,II,4,0,1
1101,138,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,4,V,C,VC,5,1,1
1102,138,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,4,V,I,VI,6,0,0
1103,138,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,4,I,C,IC,7,1,0
1104,138,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,4,I,I,II,8,0,1
1105,139,Técnicas Psicométricas UCC 3°,Resolución Grupal,27,F,5,V,C,VC,1,1,1
1106,139,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,V,I,VI,2,1,1
1107,139,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,I,C,IC,3,0,1
1108,139,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,I,I,II,4,0,1
1109,139,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,V,C,VC,5,1,1
1110,139,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,V,I,VI,6,1,1
1111,139,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,I,C,IC,7,0,1
1112,139,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,I,I,II,8,0,1
1113,140,Técnicas Psicométricas UCC 3°,Resolución Grupal,18,F,5,V,C,VC,1,1,1
1114,140,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,V,I,VI,2,1,1
1115,140,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,I,C,IC,3,0,1
1116,140,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,I,I,II,4,0,1
1117,140,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,V,C,VC,5,1,1
1118,140,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,V,I,VI,6,1,1
1119,140,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,I,C,IC,7,0,1
1120,140,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,I,I,II,8,0,1
1121,141,Técnicas Psicométricas UCC 3°,Resolución Grupal,22,F,5,V,C,VC,1,1,1
1122,141,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,V,I,VI,2,1,1
1123,141,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,I,C,IC,3,0,1
1124,141,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,I,I,II,4,0,1
1125,141,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,V,C,VC,5,1,1
1126,141,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,V,I,VI,6,1,1
1127,141,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,I,C,IC,7,0,1
1128,141,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,I,I,II,8,0,1
1129,142,Técnicas Psicométricas UCC 3°,Resolución Grupal,21,F,5,V,C,VC,1,1,1
1130,142,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,V,I,VI,2,1,1
1131,142,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,I,C,IC,3,0,1
1132,142,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,I,I,II,4,0,1
1133,142,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,V,C,VC,5,1,1
1134,142,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,V,I,VI,6,1,1
1135,142,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,I,C,IC,7,0,1
1136,142,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,I,I,II,8,0,1
1137,143,Técnicas Psicométricas UCC 3°,Resolución Grupal,19,F,5,V,C,VC,1,1,1
1138,143,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,V,I,VI,2,1,1
1139,143,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,I,C,IC,3,0,1
1140,143,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,I,I,II,4,0,1
1141,143,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,V,C,VC,5,1,1
1142,143,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,V,I,VI,6,1,1
1143,143,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,I,C,IC,7,0,1
1144,143,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,5,I,I,II,8,0,1
1145,144,Técnicas Psicométricas UCC 3°,Resolución Grupal,26,F,6,V,C,VC,1,1,1
1146,144,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,V,I,VI,2,1,1
1147,144,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,I,C,IC,3,0,1
1148,144,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,I,I,II,4,0,1
1149,144,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,V,C,VC,5,1,1
1150,144,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,V,I,VI,6,1,1
1151,144,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,I,C,IC,7,0,1
1152,144,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,I,I,II,8,0,1
1153,145,Técnicas Psicométricas UCC 3°,Resolución Grupal,23,F,6,V,C,VC,1,1,1
1154,145,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,V,I,VI,2,1,1
1155,145,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,I,C,IC,3,0,1
1156,145,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,I,I,II,4,0,1
1157,145,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,V,C,VC,5,1,1
1158,145,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,V,I,VI,6,1,1
1159,145,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,I,C,IC,7,0,1
1160,145,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,I,I,II,8,0,1
1161,146,Técnicas Psicométricas UCC 3°,Resolución Grupal,21,F,6,V,C,VC,1,1,1
1162,146,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,V,I,VI,2,1,1
1163,146,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,I,C,IC,3,0,1
1164,146,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,I,I,II,4,0,1
1165,146,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,V,C,VC,5,1,1
1166,146,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,V,I,VI,6,1,1
1167,146,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,I,C,IC,7,0,1
1168,146,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,I,I,II,8,0,1
1169,147,Técnicas Psicométricas UCC 3°,Resolución Grupal,24,M,6,V,C,VC,1,1,1
1170,147,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,V,I,VI,2,1,1
1171,147,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,I,C,IC,3,0,1
1172,147,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,I,I,II,4,0,1
1173,147,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,V,C,VC,5,1,1
1174,147,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,V,I,VI,6,1,1
1175,147,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,I,C,IC,7,0,1
1176,147,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,I,I,II,8,0,1
1177,148,Técnicas Psicométricas UCC 3°,Resolución Grupal,20,F,6,V,C,VC,1,1,1
1178,148,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,V,I,VI,2,1,1
1179,148,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,I,C,IC,3,0,1
1180,148,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,I,I,II,4,0,1
1181,148,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,V,C,VC,5,1,1
1182,148,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,V,I,VI,6,1,1
1183,148,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,I,C,IC,7,0,1
1184,148,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,6,I,I,II,8,0,1
1185,149,Técnicas Psicométricas UCC 3°,Resolución Grupal,21,F,7,V,C,VC,1,1,1
1186,149,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,7,V,I,VI,2,1,1
1187,149,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,7,I,C,IC,3,0,1
1188,149,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,7,I,I,II,4,0,1
1189,149,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,7,V,C,VC,5,1,1
1190,149,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,7,V,I,VI,6,1,1
1191,149,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,7,I,C,IC,7,0,1
1192,149,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,7,I,I,II,8,0,1
1193,150,Técnicas Psicométricas UCC 3°,Resolución Grupal,20,F,7,V,C,VC,1,1,1
1194,150,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,7,V,I,VI,2,1,1
1195,150,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,7,I,C,IC,3,0,1
1196,150,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,7,I,I,II,4,0,1
1197,150,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,7,V,C,VC,5,1,1
1198,150,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,7,V,I,VI,6,1,1
1199,150,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,7,I,C,IC,7,0,1
1200,150,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,7,I,I,II,8,0,1
1201,151,Técnicas Psicométricas UCC 3°,Resolución Grupal,22,F,7,V,C,VC,1,1,1
1202,151,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,7,V,I,VI,2,1,1
1203,151,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,7,I,C,IC,3,0,1
1204,151,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,7,I,I,II,4,0,1
1205,151,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,7,V,C,VC,5,1,1
1206,151,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,7,V,I,VI,6,1,1
1207,151,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,7,I,C,IC,7,0,1
1208,151,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,7,I,I,II,8,0,1
1209,152,Técnicas Psicométricas UCC 3°,Resolución Grupal,25,F,7,V,C,VC,1,1,1
1210,152,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,7,V,I,VI,2,1,1
1211,152,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,7,I,C,IC,3,0,1
1212,152,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,7,I,I,II,4,0,1
1213,152,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,7,V,C,VC,5,1,1
1214,152,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,7,V,I,VI,6,1,1
1215,152,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,7,I,C,IC,7,0,1
1216,152,Técnicas Psicométricas UCC 3°,Resolución Grupal, , ,7,I,I,II,8,0,1
1217,153,Técnicas Psicométricas UCC 3°,Resolución Grupal,24,F,7,V,C,VC,1,1,1
